,Title,Company,Location,Snippet,Job Url,Salary
355,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
356,newASST. LOBBY MANAGER,The Landmark Makati,Makati,Experience in retail management and extensive knowledge and exposure in Supermarket operations particularly in frontend is an advantage.,https://ph.indeed.com/company/The-Landmark-Makati/jobs/Assistant-Lobby-Manager-c203a0629be6512f?fccid=dd862f1440ed7354&vjs=3,"PHP 30,000 - PHP 40,000 a month"
357,newFood and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month"
358,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote in Makati,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month"
359,newDuty Airport Manager Manila,Qantas Airways Limited,Manila,"Together we’ll achieve goals and objectives.Permanent full-time opportunity based in Manila.As a Duty Airport Manager on a shift basis, you will be…",https://ph.indeed.com/rc/clk?jk=719cf9381a7d1967&fccid=324609cba1d1a5ac&vjs=3,None
360,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kmX8ufE8FTyfSDLcVxJUigY31AZ1MNSvqFfjdvRRVgoA5jjejMBIyjiJ1INUHpYsXGdELN5uBauQ5HaHKdTr0ZpDgKAvxhot58qKkFjuBd2U9M7CbNYBoydgbt672exxG4Za99TqF2p6-3cezbM06U2q_W0mDC-ptgjjGX4TCRlL_gx5HJGgzOz78ILQzqyOAAH70SqavBLejGzfpAQqwIpFKrAKeCL966Xino0PXYvuEp0n8zE_dF6Eh3WL7rub0SnX3uZxyACIVIEQVnizDsKyJjX-nRK0bn2r0SZe7nG4=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
361,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tc_BaIn6kELj6zy_vYvoV6NtNQ8XOqLSlHxOxzLkLNNycyhpLsz3_vsGf08S1cNDW6N5P5dH1bGsoD6yK9Ugr52JdvPocPRGWWRyfHpkhk20Z8DtgOgeWpaD_XoJmi4gRX_N63iWn6zvglglMbQQ4rmyyepnujeaWg4RDnz6Zlsl6ReXim8aeS9Q130uj1pu7aBdylee6Tk3JV1lnsU4klvnXrXgfWQ1neMxdyyaLz0oWR9Ia4BwidkZg7uhUYY2VkDerPZAvsPjdJnXvqB-GcAsjgQNkWCb6Tjkb6Mp_U-E=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
362,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
363,"Regional Sales Manager - South East Asia, Australia & New Ze...",B Medical Systems sàrl,Manila,"You will be responsible for obtaining the sales targets, building and maintaining long-term relationships with Key Accounts, Key Opinion leaders and our…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BPIUkjtkrdck6S1mjop9pVrp80TBJLo3NOhbxTGF282xxOjpJn-Qi_Q79PCSAjRzY1rGG8_LKscl1-aAbHUT-2MBZrayvVmZa-melR0cCvz2XIECTHuwFX5hiP87gDxsykQBNjVFbdbxjpjBmYXbAAXBYxNdw-gl0kLWKPyUBsuGno-BSJ3DvF64GgfQH5hEzRmuiQ-SkwRznw5fh88-vngtmhorbyv4Wfzgw_1k1iHrHQA2T77DJSidE4kzccdkWVnLTxBRny4S6tbm4vYWrBU9ESpCYzuk3s0hplsfuOtof7DZhXP6TtVAVK9WIhEHxjqBdAwTFOkfT41ig4c7zB_FKoFYnUHs-L3IdtKgnnmRjRKWthEg7pcCsqD08Tyw7algh6dd_kpIdhecPQ9RCnUT7FmBGlq-cz6cgZvt190qR7bwkq65nfYPTMTU09B-c=&p=3&fvj=1&vjs=3,None
364,newMarketing Manager (Full Time) Work From Home,DrinkFit,Remote in Manila,"Will oversee inbound and Outbound Marketing campaigns of the company.Can analyze data gathered from specific resources, turn into graphs and present them to…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzD41_wa0pJQ2EMc362fWKHNxn0qBF-KVwfu_dRalt96OHqgH_bWsYKLkr3nLCnEuEJME5v7SMoSN9XzxN3ECB9_vEh6EHuLUAESJ0up8baAbBPyBl_pOsUL6wyyi3FDO4SlTE_pxkLpy_P00SVR7ks9m79kUrH7_UjyQ95jYmzTh9pp1m3RNEsQMF5CFYQv_YF2_D7ebCbS8wMRKKu5L_rcaVLI_vAmx7N7y-w3nDXXvs1WJXf92yedrtPa1GV-r6xvwEdTHti-57dqDbl05jvDkHJMdL1HJF_EnDQA4F5hLmaS2Qey0LZuVUSXW0G-PkMHyH_m9PznePK1_FcV-vVVjmM-Wrfgr3Loqm7vHnRqZvPVM98Ce3fe5psQWQkw9Y937wC1xCTJ-H-TU7d0B9ZYeQUzvjGItpFMBKvMP_l7rOK1e5LF64hasZeMsNRRaqHXFUrSXsF-ipn21jS79EP7tiPZnzPgXR4MxKH8AmsG8rjj77oX-v&p=4&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
365,Business Development Manager,JINGDONG(JD.COM),Manila,"JD Philippines is currently looking for a Business Development Executive, based in Manila The candidate shall report to the Country Manager.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDFKSVTu9K_6qBe-cYT6XrY5URGvXL_-ts1AqW9NR5ZK4eeQmI36m9HoCf4Zj-In6lP4-qRbUpkh930rVbDvCUyYDmHxaOPKMfk8OmeVH1X7Yoq1o7J8x8BLGWaYQThYffM9im6_VoiowmwCnToxAGTznMlbhMaQG6G6ep8TvTyHPFSO_X7JEjUTIwIsb1I4PXXmdSW7yzQ8WpO20zebP9QJb0jJMnrnJqyARMuAQRzmrjW33lCjpBwL7y7cVS4qoVyBe2RoSKRxrmGSVUFo4jYWjMLwTgoBEGAmRyIBtF_dGtGEZz-LtDaYiQ12OjMLSkw-p1s_aRn8g-4gcKTFxzKiy-Dnkns0kSBsPnuyjsVKgOKFvCk1QyDXX2QeKxGiC1bhxG7bJ74Kf_AA6F3A8DgW7S7PPXKK7-aQ-NnHqvPgQESCalT7KwafBAwj3D9587V2Q_NClCcofh9DMD8EzjvkCpD-VzofQ=&p=5&fvj=1&vjs=3,"PHP 90,000 a month"
366,newBrand Manager,Procter & Gamble,Taguig,"When they choose to buy the product.Our Brand Managers need to work regularly across functions to identify consumer, shopper, and customer insights and execute…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B33zOFN8GLzgQsRxgvJtNYlcIUZ-r8_DOeeUSief12Qz55-o9dfT9U6P1zXEDztGovNMqFcp_5mJsdhT6dWnHZ2sxPfyuqC-7uY-0bWMWH10vTd3eHmUczeOhZhJx_mhSaR1lkp4DdSkYGTeUr7dojw7Y9UikS21dku0ICKFQegDJX2Buw4CXJMltvAFC3TDJlp3dNZ21QTAVXERV0Uw4NEUItdEklvK6ucI-6sWk5m-d2dSvc_eZ1xkIQ4zzLmH5kCQXNWyWFxveebdxOYiRPQiz0FUc4tnbRfmLWqkylKgOC-pFURI88e70N3T1Unw5zKzyqJPnSq-jfnTZ52biG40b3VGblNfC4jqzt6HWm-ObAEkydvnxL9fuiZb6PqKFH_gifrSLHva6xxbc_ol4mM5hjYhmnhngDwwoVXD7phPB7rweU2PT0QSmKOQlya5I0v9vHk5cIoxgocCuwUqu67mfW87CuSovb_WUqYP6u8uTkxSv66pfP8jAuVYadAtiLmbUqx1sL-XQxCgwqRXRNzxOcTJ9Gx29ebRU4yxKweQ==&p=6&fvj=0&vjs=3,None
367,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
368,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
369,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
370,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
371,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
372,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
373,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
374,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
375,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7k5Y9jHE6odsZDZnQrLd37W07Aph2GHPIt8p2SAGqA4iz86iA4j8DWHdXvZ0ux7zCBSUa8nVAljHolPBJECMu4C0Vd3DQdYJJgSVX_f32cxMW89l8iNNYOKe0NIPV-DRDu9khvdUD_CQ9Bz-9wEeP67JealP24sGHy4khNCvqet7qY-vE8TPsAvJq9KEWw0zJeeGIk_0biufRQcMgK9ilF-jzQOd91cfug5h6no1oNIZ9AI-0XwNGF23bjHDE6KSyywI9IUehHTf0vuEaufm5qrb0JQmb5yP0ST0OLJ4wfCa0=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
376,newConcession Sales Manager,Richprime Global Inc,Quezon City,"Job Purpose: Responsible for planning, implementing and directing the sales activities of the company in assigned territory to achieve sales objectives.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CENJk4o9GUurtIJdOl7KSv0iEgy0-Xt7T_29a-YielZtoINrID6B-j0nvPJJ7QfUi-pztEjolHFh44gUrUwv5Nq2xdUu_4PTF1aHISwbxJ7rrI_L7yl5QfDcGfdeSE2SWgSzn36oUWkgJ-6T2Jz4mh-SgmGfg35BxhlHMnW-M-m5t1yfJwjPyCwPdWYzJ9RLz-jQIlaF8Lnn-VhiblZgmkMjZQaZdheYr66zXPKBsaxtIuYuSi2atcm92m5VNXY1XFL7JzoV0O0tGvCEVCoEPLcsAQXZ_NgpYRi87GeYwYOcQy_urKmfUd4-10E3-V3IuZts2W6MpoONkzc_Z-fb0r-UtPOOIr_w-n0_U4QSzbosHBi2FjbMmiqMswG2V-p5TgWYlSF_YGJBNrM04XBUblKEdr2jrCxQ4ywAiyaehuOL5JrbEyD0xgWqp-thd0j-8mGL3iAcV3yIswaGKz3qPrDrpMporMwEI=&p=1&fvj=1&vjs=3,"PHP 40,000 - PHP 50,000 a month"
377,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3t7fet7pl5x-p9OR2GQacCeWNm9L7ePqYGMhU6L_LRmXwdXFNyPR26C7OFG0avIZLpc9lps-MLlPYu1Pbou6-HN65tSUtAK52F2LQALrMlTSaEeljy21wZS1zI3GPR7_eGWQcsvfkv6sv9emoA8yhpzhUx0dTx2YWDYfuLLsrV_wrY-QOfotXMuDmNHsZyLecNVMddyvh3tbds0Oc-fcY3UQnLhiCInwGDmxcluv19TfhZc-qnVOUxNABhtNGtsimBD8vej6HqjkBWMo0x1kiCVycsBry6QH_qx3TIbPu9DyI=&p=2&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
378,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
379,Assistant Restaurant Manager,Happyfoods Group of Restaurants,Manila,"Candidate must possess at least Bachelor's/College Degree in Hotel & Restaurant Management, Tourism, Business Studies/Administration/Management, Food & Beverage…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtUjbthcZxg60AMrAtPJ9ucT455WeVisfWwHj3wlcAtzptAbnU_cby0V3Xm2l31e1hCQdFAvXoMTe3F5OoldbZveJqrbeZBhHyIVmmY4k9MXqdCf0Ho16xl3E_iQaycueIE8z5mtvw2OSWLQT5fz5XOCiTgyiwX3OFmv-TBtobq80k4gc2iPg2-8pkJ1f7ri6zsgOmU-EDHvJin-LkOZ87D2YkEqbA8M9rzDoPVhJQC81fAci52HndLN5wbSZJMDBhIjdEA-3RDVf-hnKVNVyOWOYLa0KG6ah1xmbWekQ14e2FOarZ73ujX_DovrsrQI1h2V5FWn2Urxmt2Am8tlN_3QrWxv5C3m9d5VBTJoi1Qc850rx4BWui0yVksOx3kL9Jc8HQENp9r8KCDtKd8uPBFi3xbL4PXRRk_vwTEkYYN3eybKnfAjPjitPstCMN4tleevZJzkWgIxuihGTpe24oZBhLsJyw78U=&p=4&fvj=1&vjs=3,"PHP 29,000 - PHP 31,000 a month"
380,newMarketing Manager (Full Time) Work From Home,DrinkFit,Remote in Manila,"Will oversee inbound and Outbound Marketing campaigns of the company.Can analyze data gathered from specific resources, turn into graphs and present them to…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzD41_wa0pJQ2EMc362fWKHNxn0qBF-KVwfu_dRalt96OHqgH_bWsYKLkr3nLCnEuEJME5v7SMoSN9XzxN3ECB9_vEh6EHuLUAESJ0up8baAbBPyBl_pOsUL6wyyi3FDO4SlTE_pxkLpy_P00SVR7ks9m79kUrH7_UjyQ95jYmzTh9pp1m3RNE9clziBjBAcUNck0VBgw3yBZZ0M5g02HiWrP1TXyFQT3qOxMjDIid_J8x1JoNlUs6VZQcCNS5B-UQC7xTjrhszHfk2N60XHg93XHGwFQJg12cvAFGW7HLEOfuVcGHg7UTMF0rJEugXbbiWVQayhNgcDkmL7CidWQ13gWBhlZeuUpnuSBYh1cacZO5kZ1tpSJmFbOK2Mbl8r9K_n7UyMrsWHY4FsXC3pfACesHQ6ZRIch3Oijibog6UpWzSVHM3XaRJ0-w1wKtwGE8W7oGW1y4MT4-ZBjfxItoKJYDVd-UPudlx9w1ppKOZ1VYy3MGiMxl&p=5&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
381,Business Development Manager,JINGDONG(JD.COM),Manila,"JD Philippines is currently looking for a Business Development Executive, based in Manila The candidate shall report to the Country Manager.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDFKSVTu9K_6qBe-cYT6XrY5URGvXL_-ts1AqW9NR5ZK4eeQmI36m9HoCf4Zj-In6lP4-qRbUpkh930rVbDvCUyYDmHxaOPKMfk8OmeVH1X7Yoq1o7J8x8BLGWaYQThYffM9im6_VoiowmwCnToxAGTznMlbhMaQG6G6ep8TvTyHPFSO_X7JEjoR2cKm4gFbUsnYGZOobmf7ZDQ2IIW2u8M6w1F4abirHn0QpxGl3ArV0yCcXlnExrjjYkZDJhKvIABCXs5tq9KFDUbs2GmRIXVy5fcS0-OoRqq1IDprBpcTxcbB_ColI-G-Ew_K6rpE79CZAggAVjoEGB9eK15oauf1V9NvPnX2lc3jYdwV7PKa-tSyuY85fCfzqRrIiWcyhFmQpm6U5NwrgHUcc64nUcVyCqYcpZqS7DuKeGUsCjdVuAX6TXATOz5CuK1WF1Jknj1LtsZTM2_1OOx8CDj834I-m1Oav5Oa0=&p=6&fvj=1&vjs=3,"PHP 90,000 a month"
382,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month"
383,Restaurant Manager,Landers Central,Alabang+1 location,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month"
384,Assistant Restaurant Manager,Popeyes Philippines,Quezon City,The Assistant Restaurant Manager assist in all managing aspects of a restaurant's operation in order to ensure that Popeyes Louisiana Kitchen Philippines Inc.…,https://ph.indeed.com/company/Popeyes-Philippines/jobs/Assistant-Restaurant-Manager-c90487cd156512a8?fccid=4da358b339819494&vjs=3,"PHP 25,000 - PHP 28,000 a month"
385,newOPERATIONS MANAGER (Food & Bev Industry),Career Purveyors Co.,Alabang,"Day-to-day management of the restaurant operations, including administrative oversight of the brewery, commissary and logistic operations.",https://ph.indeed.com/company/Career-Purveyors-Co./jobs/Operation-Manager-6dba3f4425581e90?fccid=b7032157fd4e9a05&vjs=3,"PHP 25,000 - PHP 35,000 a month"
386,newStore Manager,Adidas,Manila,Drives store profitability by meeting or exceeding sales targets and controlling operational expenses; managing all resources within the store to provide…,https://ph.indeed.com/rc/clk?jk=6a8c98ab3be01213&fccid=8686937f641f561b&vjs=3,None
387,newSHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City+3 locations,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month"
388,newRestaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month"
389,newTeam Lead - CSNA,PayPal,Muntinlupa,The Team Leader drives world-class customer experience results through high impact coaching and development of their teammates.,https://ph.indeed.com/rc/clk?jk=67fbf02dc4180ee2&fccid=978d9fd9799d55a8&vjs=3,None
390,newWarehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tTKH8jjHwZLcIR0NqaYYB3Fa2WoLzqtGHH00r7IYqx7HQFwoMgtA6f_Oue5qV3jQMu_zCO6_lN-jypN-o0XwqvnpqGWyjfh5pQ7NniB3K9kyLPnC9wvBG_s2TGsDHhr8u5921u5NMFvlQOXWcp9MAfTVDOTIgcPmdG5mskFf7jFOdkLFMHVgDLKUIv8M7RK4hmSFMAdBk0j8uP0tUoxcfXZJWJwZeYK6mfLvd4n7e146YQExpTXvnGlRx1qCeiTRXQxCURiIwAykYYgdCJ0UK-Yl09yOPOCTeXniwIUhexa4=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month"
391,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7CWbwkIAmqoA5taAIerQY-P5IJiO5o7imS5d1eU8WsfXQhjd6is4ZEU0T60FlZ6L1NNsKmmQvoBHfe1WPQf4E4J1MCv2uamDAMQLG7FyXaU3BWVHHnQCDC32KMHw-fCWCQ5aLN8hSgsho4pBDvuA0L4GTW_Tzd-Mx8lwnpH4J4cUnyMdoUYJeTbiMP-qQNVADBRqFgdy0d-JYunOsv-_OtA_LDSEyyFhtMsOYR4bDbwGkp_ohTf3Kk-BtSXWpqqZG2uHdjnSrqHx-VqbDVXQO926q7Jg3hGSr&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month"
392,Operations Manager,Vrio-Fintech,Remote in Manila,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7k99d00xgcXVwrLpCkLq-K-ujqgH1sprfAY0ZWyIGLv5pgDcTwQFANco0ZKhiZzhum4p7JiWo7YB-yW4uFBF1UT8tJQNGkQtpB-5-xy4KL1-Pt416myqrBOcrc3Skmh5EvUFVSLWUId9QLqeSZaS-Dc-912oK_v3CgHQvSMXRctg5K2bls8Jfm3bhXwOJy_f0rSPd89Z9tIRWHs1MolBMq4KNaHB4WMuaWlaGKctX98OHqr-kJMg163pnsqLOUsAnkIJddR6ne4jFKTtcmq0BZp8pR7jsjaSGUwkeL--MuF4I=&p=2&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month"
393,newOperations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month"
394,"newManager, Facilities Management",AirAsia,Manila,"Ensures the workplace is comfortable, a system in good condition and functional.Planning and measure M&E preventive maintenance.",https://ph.indeed.com/rc/clk?jk=c29a934965c14b43&fccid=350f4541eb63ccf6&vjs=3,None
395,Area Manager,Making Fine Beverages Corp (Tiger Sugar-PH),Makati,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are complaint with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-c4f19a09a0e9a4ed?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 a month"
