,Title,Company,Location,Snippet,Job Url,Salary,Seniority,Average,is duplicated
238, Operations Manager (Temporary work from home set-up until fu...,JK Network Services,Remote,Atleast 3 years of experience as Ops Manager/Assistant Manager.Amenable to work onsite and WFH set-up.Advertising experience is a plus.,https://ph.indeed.com/company/JK-Network-Services/jobs/Operation-Manager-5c1ee6e67f3c14d8?fccid=62bd09cb34df5ce3&vjs=3,"PHP 70,000 - PHP 80,000 a month",senior_level,35000.0,False
239, Human Resources Manager,GrowthAssistant,Remote,"This position is hand-on and will build and oversee the Human Resources function, owning the end-to-end GrowthAssistant (GA) and internal team member experience…",https://ph.indeed.com/company/GrowthAssistant/jobs/Human-Resource-Manager-0312f9feb3ccda3d?fccid=bc27547eac27f7b0&vjs=3,"PHP 50,000 - PHP 80,000 a month",junior_level,54817.5,False
240,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kXeWhOAEWjD6oqz5gPsbVxqbqHDrgBL5jP8nS1uJgi8kv3qmlg7mBFKoYN2TyykqMpf1JQAqc7eAU-r5eGk-pKM9EltWxPOHHAh50M1FBABVYNnYUwZcr3HiKrlIUGGXtjaIzBTxnEB8iJEdRtCJygvr6uLodmple-xuJBIqnGe-3KYv2RO2Mjpevbbta5rVrnsGkPYO-d4Z_DXaFn-nuQy_-dvVMR0zUpr8Zzdhp-ltDXsx4NE_gsL2tI8ElZCZf2yaNWO_L3P1WQJvPU-qWHr946ncpdRKMxVfMxqewVjo=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
253,Customer Experience Manager (Permanent WFH),Penbrothers International Inc.,Remote,Contribute in developing and improving our overall customer experience.Define and put in place better processes to improve the customer journey experience.,https://ph.indeed.com/company/Penbrothers-International-Inc./jobs/Customer-Experience-Manager-15382ac3c647d6c1?fccid=f073b02fe5aaf1d9&vjs=3,"PHP 40,000 a month",middle_level,45000.0,False
273,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kIi527POtkEnk9iFaEGGKDgMQmtZhgeXBInP_5YjPV7BNyg6lCoe4A8FGkfR0aC2DBTwarGny0P4SnrA8flJEtzfRe105PCbA6EsLGK8Vw6B4WG_5C0SXKx3s5aFLFHtaC8VDrnRSmB8OMgo3gBucTCszPSmCI3LEVEjx92TVVvYlmg9q-DP4rx3uM_F-gyUQ_eJ5FAe0-JZ1_GvMpPi374CU6B2MiJV-tDllo0wbuYaJxy0x7l17cxkikv5ZQnKsvTEkxU8AniTxG0wj5dw9SqsXvM3GJbao1YF5b5V3_UQ=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
274, Marketing Manager (Full Time) Work From Home,DrinkFit,Remote,"Will oversee inbound and Outbound Marketing campaigns of the company.Can analyze data gathered from specific resources, turn into graphs and present them to…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CzD41_wa0pJQ2EMc362fWKHNxn0qBF-KVwfu_dRalt96OHqgH_bWsYKLkr3nLCnEuEJME5v7SMoSN9XzxN3ECB9_vEh6EHuLUAESJ0up8baAbBPyBl_pOsUL6wyyi3FDO4SlTE_pxkLpy_P00SVR7ks9m79kUrH7_UjyQ95jYmzTh9pp1m3RNEU-zHZYIXboOK4Qz7epIYDhO-85cQG9fshA4x8FEk52blTR_oMR5UZCM19B_bV7Ydq7WECnV0uj_x8yDinYYAV35aHqMetZx-y4bM3X_9AcOKykeGt0CMAn0ahhZEWLrX8FhTlXGi4QH3fHuhVMncb1txO78-vTHZSb-fHmtG-dIB3P1qvUGX9v-_L0uXykA-1PfFL_gp7Z4wcUq6UNvc1UtpCS5t3D0mNzdLzHl8_vlf2wdQUOk3mL0EJQow8I5__fH8n0Adx4t8Bh5DyXjV8oYpWsidg8-FFqLnQ-FW_m0nj3tq423Ht0rzDBhCJqWA&p=4&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,40000.0,False
285,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7ke9aKRnqq3LFwTzncZ68DIpahZ_JfhjJ9aCdfDZEOOdRCVKt6DnI9I2C-6iAYnLFSvZDqO67fSAvWUFDLTcrNoG0L5dyd9-C0jK1hpS7NknpvnbjwGqEmubcSnfnLFtKITy_2dxeNGG7Ewlcsp03P0iju2dFL6sMEPHvf1cQZNUswyPl1wJgSTAWdy_oBdfu5PYV0nZjjH_FDSAsZj2jokM_IEk08U6bcmkRTcHudPvva661oA3nYg_82-qqZfywa9gJ92omel0DtIX7z286dBuaL_jbWisFKYoMoQBAJCNI=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,55000.0,False
286, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tLf9NWq3xEbpZ_vlPUUwCwziS1LhwH8kIho3HWhc7L0SPWIGjpPss1UTpxeKM8vlBS6Xj8ajnh1K-xPi4Ejv3NWLzQPaFadpwQmotYBF3Jw4MHShTTt-3nFmrJNyy2tJrsdIAmeeAFSeuRf803lmb8wWc3g4fVpk41S-WKOXK41DawkAlP9gYk5YM87yVRXwgX7f0AW5MuRHnYSw3xyYltzS5Iz9M7YL8p5Fm3xhz94kN8Gm3Un1uJBguRmNDBHl_Ez-AlNta9sKZN59YP3i7eH9qfnkt0e77F9UxQido-Wk=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,40000.0,False
297, Food and Beverage Manager,Golden Pyramid Management Solutions Inc.,Makati,"Hire, train and manage, supervise, develop, discipline and counsel all food and beverage management team members according to company policies and procedures.","https://ph.indeed.com/company/GOLDEN-PYRAMID-SKILLS-DEVELOPMENT-AND-MANPOWER-RESOURCES,-INC./jobs/Food-Beverage-Manager-e3252ef49e92eb10?fccid=7d4f76893d11c2e1&vjs=3","PHP 25,000 - PHP 50,000 a month",middle_level,45000.0,False
300, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tqiQlJcjeRZEIVN83DbP73_zXAuzHDAhRJPUFzAYReWSRpdQxsO63CgymcusTGsq70RqkNUfhSflV0pqEByA4rJyX3J3vl1XFGcjW7rHPGi7RKA8ttvlKfOxNWXExeLOQFTmC26dtgr3xXAvYAclMjNANZ3WFzCBFhTWfbmnKKYBW-k_lD-iAOnjtJOhfspiFIpuwsmb-k_A7ZqnSsIlSOZ2eESvezUk3Yz36i1owhZ93UBeqFyCG6cDy7cqTX0OOsURQjdE8CjMP7vrFtzQeJUHHn3idv0tQJIE_hfKIytY=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,30000.0,False
301,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq7njI92FjEJfg0CPP8dP7QoWgV9H-y2ONpioU3s-OpWFzhTKhNKesKhHNOPsQvKJvUgxIGeJAS0ho3R_UWQyCfbL7HPV2LNqdKBUXQfBWA1nVtJH4f4r8nIpZifnTwbtUZoCrvNa-odC3JMRuS-3Fgjmm1JmWVOt-3O9KanFVBkEm9x3Km9bnqxH0uw4zWOOT-gGOBeBg7CNl_-XaULWNtiHzwtWLv5b851_m4TWLsPMDUhO6WH4eZ-JokdvKlQK-j4AszshlC_X5rinSEybrljlwsoCWEPGwR&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,55000.0,False
310, OPERATIONS MANAGER,Kings Group of Companies,Makati,"Shall oversee day to day operations of people (admin staff, sales agent) assigned in different locations.With very high problem solving skills.",https://ph.indeed.com/company/ZC-KINGS-MANPOWER-AND-JANITORIAL-SERVICES/jobs/Operation-Manager-226e760663ee60f8?fccid=e5f00a47d48ee91d&vjs=3,"PHP 50,000 - PHP 55,000 a month",middle_level,35000.0,False
333,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kHyEA-RXNsem-QxWKcqNID_RCEUF-oSiZE5CWqv5HGsJs0Ml175f7UaKJJaRCrBRvL6Tnwuuk6l-G1vJwdfVHp2Wp8emhrOCz-u9NQQMLvRJ5jGYmEal0BNOq6_PfJVsoTrx4Qlx8wAJ3Qh-uONTRS6M1Xph5ILNu3BhbeJ2zd8ajv7EgVegEKT4cdOFOTlbXsxLl3fiEPYWZPLabuGoht4vshyoINJBZ3FC25LWO4BNPZqRarbF-ZJMWTndCxSHaxK2pqypjhz2xBUV7r1op6YfhD4Wsnf35JPXT44pLCos=&p=3&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,35000.0,False
345,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kd2g5cCvG3BWVqEZLY6xI40c3loNCf9Rpzm71zetDCkSV2VDfH7R76HCuSxkg1d2GyWAwpoPBwis1bE6Orpj3ZcdknAhzMW0lYPa8-EWhK2kv7rbZKTH5Agpw4c9w0O11478jVZAxPsfxFBVea4Kf0iBpLc3_OP3ndDbt698DE3oQH54EwH8s5hUYAH-u_iTcuAg-8506e2L2mYQzYzunEHZ20QSLZPvlAMN3kTlyLL6g4l7vDOoFt0TIi8lG3iEE99EpC65N9B9r30qNNtI0MUC04p1x-yMW0yL4PY9enf0=&p=0&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,35000.0,False
346, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tiAwx1GotNuXg3ALDpSfjUN695xa2E2yRcFSDqJjNdOupExot0J_IQQWp0gZ5Gj-1MtZZvXLejEE91xJTgw0viBER8MRFYmzpeEt9D0T0Qn5s6_6CDn4wI9a5Vw4IPzrPdd-SsrKR7mn9Naq63alaOTMgh_B0MPBAaHpXV1zb4ZgZrscRie8DLUIWGVan8A8GvmRxI1GZoX2FYXbAgQhs7arIeaI_AvAzgkYP2vCo3dVXi3PuWdMpmC0-nxf62z6JlVUeOWlZd5PNa0XWzVYRhYA4SMHKBe84SU9pIQz1_0I=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,55000.0,False
381,Business Development Manager,JINGDONG(JD.COM),Manila,"JD Philippines is currently looking for a Business Development Executive, based in Manila The candidate shall report to the Country Manager.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDFKSVTu9K_6qBe-cYT6XrY5URGvXL_-ts1AqW9NR5ZK4eeQmI36m9HoCf4Zj-In6lP4-qRbUpkh930rVbDvCUyYDmHxaOPKMfk8OmeVH1X7Yoq1o7J8x8BLGWaYQThYffM9im6_VoiowmwCnToxAGTznMlbhMaQG6G6ep8TvTyHPFSO_X7JEjoR2cKm4gFbUsnYGZOobmf7ZDQ2IIW2u8M6w1F4abirHn0QpxGl3ArV0yCcXlnExrjjYkZDJhKvIABCXs5tq9KFDUbs2GmRIXVy5fcS0-OoRqq1IDprBpcTxcbB_ColI-G-Ew_K6rpE79CZAggAVjoEGB9eK15oauf1V9NvPnX2lc3jYdwV7PKa-tSyuY85fCfzqRrIiWcyhFmQpm6U5NwrgHUcc64nUcVyCqYcpZqS7DuKeGUsCjdVuAX6TXATOz5CuK1WF1Jknj1LtsZTM2_1OOx8CDj834I-m1Oav5Oa0=&p=6&fvj=1&vjs=3,"PHP 90,000 a month",middle_level,55000.0,False
406,Warehouse Manager,Styleright Global Corp,Quezon City,"Manages the Styleright Global warehouse including the oversight of the following major areas: Inventory, Fulfilment, Delivery, Returns and Repairs.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfV3sViy7UxIQ9fiC1DpSpN_464hoahgMH33x8XuuRcVkHi9eA6qqVpMSmfXqKsTBNUlZZTvQrN3tGBCLoyumm8ai7cw250uCwMIMv3nR2qkECWhczuzoomxU-TshyuInIzxPo52diFMa0udzM5vlu_3k2nEo_H9TgfGqXEqTvOjvRmEX1Cwq790nOATyuO9BwSe8NY2ywuiup4hzVScLL4koER_W09rmnMZfOWTzLNy1Q4uUwNjoCAU-0Oj1KEEKhNRpllyjcNsLfDam2KUnl4VfTg-a0j-YR3gAX80MSsUXJmL5krC0x0qNaoVVZTI7iLehR887Mv1J7gNas5TD54vgb7PyCO2Lkrp-QQQycRrzz3NOY6uIEfCxgZOAggmYbancGd3-7H9NL81wqGXXEZE-XYy7xTwPTY-qFN6baxBV-a6tbPswP0M0w6WpJY_fYwzn4VWXpSf6mTFW63It1&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 40,000 a month",middle_level,55000.0,False
407,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kgHcZ1K66O2KSmlYuCuNvymwhH41Tpp4A_q0I5bq7vXpMc_qUoY0JHINUkf7hJzAvWGmmQmaC6U3WmHEGzJz1BtL0EjTDBe169pTn37iCOyGjD3LqiEdxv6U3dsBgzjp8VZdO0IaZwpQWXxQhMF7RBjRMavQLBlORl6SmvUTeZ6kyzaejE42QiCFhuuooe5CwDH-rV-X9BaHJ7W1ye1H9C_ZzxlV6no28tJwlXMM62dl9aCGQ0fzgvBUeoFgni8NjkiRnmvtGwSZ0Pam1aJgfX3p_2_Nzt-P-jiln4lvEExs=&p=2&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,40000.0,False
419, Area Sales Manager for Metro Manila,"Gandang Kalikasan, Inc. (Human Nature)",Remote,"Responsible for managing an assigned portfolio of branches within the specific area of Metro Manila, with the objective of achieving Field Plan targets (such as…","https://ph.indeed.com/company/Gandang-Kalikasan,-Inc.-(Human-Nature)/jobs/Area-Sales-Manager-Metro-Manila-2e6c5bc3b104d6de?fccid=9045ecc1e392ae5f&vjs=3","PHP 45,000 a month",middle_level,40000.0,False
466,Operations Manager,Vrio-Fintech,Remote,Vrio-Fintech *is a payment processing company focusing on cutting-edge technology to automate banking and digital wallet payments for clients across the Globe.,https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CaE4UUR_EVQ77SkiASFVMKUx_i2X5txYnscV13_I0a8SHsBseSSIFi-o-Jf1ziFQQiIpkJJHJo8WrxKI5Wk0qtN0UmIOYJYiAlioDJrTEBlXal4lnQd-aqEw4aTbV1rSb-fZ6QWXc-FdT0eOl1nWnDKD6-innFr2JN29kbkJ8zdxpxegMz_g7kkywPg5AVQ_CfV0frltStUINPP1UZPPdIOUech_tygVzXARMicfsip_MZYg6RUvbHO8deWHoFZmzQ7RyXhcIdMcSUER-wdr340bS9CHjanjk_h1hYECqa7Gxy618P9PCnM1tO6D1p5EKblN1T-oWPWkK_DuRqcr8AzatTJquH6zy4zthp1lsOnbhcFrl3ntX96HGRZSt5OPLo4qrTj1sElghhNu6E7h07TQuOP9sqT4pGpikIMxS1UaI8H4ynu4cYRzTFD1j8UYBlbXWw-hXocQts_TvI9ku8Y3nuQLwS1Pg=&p=1&fvj=1&vjs=3,"PHP 50,000 - PHP 60,000 a month",middle_level,40000.0,False
467, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tipZ2CK7GJyfhiOTo51BJmU3W2pfcfhArd3JSxZgil0_RgdoFHsGu2H37ms_HtVEMV8jrWftFSClxMNPD0fL2tRghbHHGLpWaMjBAbtF4GWmoTrk2RZpEorSf76euoPhlZcSX-9TnaOE4r7KoCALBL-njKCzn_uo3CkOrYrFI5CEvsB1RQtpg7hQBP6evf-gwpyGe51i4IfeReRKBX_vlGfrgnXzeL6noLiaD4M8N7qGN_T47F9fho5JcceUsNdVqi6QpoebQ3D9azd4l7YB5Yz5tLQuF94oQOQVvdXbJmqs=&p=2&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,35000.0,False
468, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level,54817.5,False
469,Assistant Restaurant Manager,Happyfoods Group of Restaurants,Manila,"Candidate must possess at least Bachelor's/College Degree in Hotel & Restaurant Management, Tourism, Business Studies/Administration/Management, Food & Beverage…",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CtUjbthcZxg60AMrAtPJ9ucT455WeVisfWwHj3wlcAtzptAbnU_cby0V3Xm2l31e1hCQdFAvXoMTe3F5OoldbZveJqrbeZBhHyIVmmY4k9MXqdCf0Ho16xl3E_iQaycueIE8z5mtvw2OSWLQT5fz5XOCiTgyiwX3OFmv-TBtobq80k4gc2iPg24DDXwq-y1WYlKdMmQrkvG_9MW5JljehxZzZ8HtuiYRfeS_1ySIiz5qTH-kxKy8RUNWiFVu5vUUjiEwH5PkoNFDcktLOqlIaM3okL_tvQCYmTxYA1jbNnm3fmvT4V1bxNSZpOEwElmW45xqsrdKi6VUgmHbyfQMzmVwZ0NnBAEP0IB6uGsrHdP5de5OH4fg811SC4P2hE7-ZPn4HQb-vMihp8wC7q6TA91VC7IdoKxcQLSfNvgUunp-gUgLenf4Rsctv9fV3tiRkZgEgp141mHVmN07SQpQfmivaizPipYgU=&p=4&fvj=1&vjs=3,"PHP 29,000 - PHP 31,000 a month",junior_level,55000.0,False
526, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tAyQKcZRktf236QWDBA8NVp0013we0AL1e3vaO7RTNvcc1blJFaKQ-aECGdDGSJBC2ssK1G_eCk4h1lsms7-a4ntW7oh7MmJRCEHxy7vTvbsTkbe0EbhjgTEgbFpUxAKiHB1ZMnnbwzCoCi1myEWxXloHM_MI8TG3s_rxqSuCqGfgr95wfZ79i-4IDcuY8thxKklWW4TN8AV9EAFS349nKmHPVzitB5P5MvyciJ6qnhRE5jYnllD5oL8fKU3yzDAP3IuwqvB0kbPbEZKLX5BR5kCUoPEEuyCpko4zxAe1Z8Y=&p=1&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,55000.0,False
527, Operations Manager,Making Fine Beverages Corporation - TIGER SUGAR PH,Quezon City,"Responsible for the operations of the company by providing operational leadership, with a goal of achieving 100% customer satisfaction while ensuring…",https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Operation-Manager-cad63fb69680415e?fccid=d7a8729ef11ca065&vjs=3,"PHP 45,000 - PHP 50,000 a month",middle_level,47500.0,False
564, SHIFT MANAGER (KENNY ROGERS ROASTERS MATALINO QUEZON CITY),Kenny Rogers Roasters,Quezon City,"Ensure that proper shift endorsement is accomplished at all times for each incoming shift manager Implements the following shift activities/reports, depending…",https://ph.indeed.com/company/Kenny-Rogers-Roasters/jobs/Shift-Manager-4b2d1dec64f345ef?fccid=cf58b7f49cb347ad&vjs=3,"PHP 17,000 - PHP 18,000 a month",middle_level,45000.0,False
565, Restaurant Manager,Bornga Korean Restaurant,Makati,To follow company instructions and policy and maintain the good standard of quality of service and products;To be a good example to his/her subordinates;,https://ph.indeed.com/company/Bornga-Korean-Restaurant/jobs/Restaurant-Manager-ae7fa6ceeb3279dc?fccid=b13316596ca9feb2&vjs=3,"PHP 20,000 - PHP 35,000 a month",middle_level,45000.0,False
573,Area Manager (Food and Beverages),Making Fine Beverages Corporation - TIGER SUGAR PH,Manila,Oversee and direct operations at several locations within your assigned area.Ensure all handled stores are compliant with company guidelines and protocols.,https://ph.indeed.com/company/Gastroprime-Holdings-(Tiger-Sugar--PH)/jobs/Area-Manager-faa1d09beb30176c?fccid=d7a8729ef11ca065&vjs=3,"PHP 24,000 - PHP 28,000 a month",middle_level,35000.0,False
574,Restaurant Manager,Landers Central,Alabang,"Monitors and analyzes sales and performance report.Responsible in achieving target sales and profitability of the restaurant.Job Types: Full-time, Permanent.",https://ph.indeed.com/company/Seafood-City/jobs/Restaurant-Manager-bc94ba58f93361c1?fccid=0780ae8b7adf26f3&vjs=3,"PHP 30,000 - PHP 35,000 a month",middle_level,54817.5,False
585, Warehouse and Logistics Manager,C&L Decor,Quezon City,"Overall in charge of warehouse and logistics team.Responsible for timely and correct delivery, set up and pull out of rental items.",https://ph.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DDqS8H06XiaTtf1G2AYbRf-cCYmmJwCwxas9fpgnlOsIbHVonB7kF8naSN_YaKIg2lFYCivAmp-nFfa2kcajIqEZlQt-xFpwnEtUyN4ItYzWLo2lNWSDlSWctvpWyY3Z_0Eg1FFXTYVeg6788TnmJFSBVHZS2hQ1Cnk_ECfjDCPpfgnF_EQi3tECxIGrzC_TEL1VEaRl6iVVlQksZZ49pNJ4p2MvFGazJtSSNlrdUT0wkKX_esd4Cl-S-PpHoQRmpXU9GvOTHDKFC9ohFeB07X6P6RO6dAoarCpbxEVYO_5nLoaAkKdfIGKGbSntDfZIYFPOzz0cFDw_asvzVZyCMPTR5tQWENSxCk1GcpenCIOk9lq9nBj01pFuYKNCXTdLCgcN7bSgRss9o6jxp27d-_FBYHbqvXhUKMh6euuN17D1IjO4amYIr_bUFgQYxt1la_dbAC6fTxBYTYDlxrE4T_5NylT0aZEp0=&p=0&fvj=1&vjs=3,"PHP 30,000 - PHP 50,000 a month",middle_level,54817.5,False
